Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
1804,90,RL,4.31748811353631,9.05998249038762,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,7,31,31,Gable,CompShg,Plywood,Plywood,BrkFace,124.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,941.0,Unf,0.0,0.0,941.0,GasA,Gd,Y,SBrkr,6.846943139585379,0,0,6.846943139585379,1.0,0.0,1,0,2,1,Gd,4,Typ,0,Missing,Attchd,31.0,Unf,2.0,564.0,TA,TA,Y,0,40,0,0,0,0,Missing,Missing,Missing,0,11,2009,WD,Normal,0,0,0
1805,20,RL,4.382026634673881,8.979164648964709,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,46,46,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,826.0,Unf,0.0,219.0,1045.0,GasA,TA,Y,SBrkr,6.951772164398911,0,0,6.951772164398911,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,46.0,RFn,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,4,2009,WD,Normal,0,0,0
1806,50,RM,4.219507705176107,8.313852267398207,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,74,11,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,901.0,901.0,GasA,Gd,Y,SBrkr,6.7580945044277305,517,0,7.228388451573604,0.0,0.0,1,0,3,1,Gd,6,Typ,0,Missing,Detchd,89.0,Unf,1.0,162.0,Fa,Fa,P,54,0,40,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Normal,0,0,0
1807,90,RM,4.04305126783455,9.240578555036793,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,6,5,99,59,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,LwQ,633.0,Unf,0.0,339.0,972.0,GasA,Gd,N,FuseA,6.879355804460439,972,0,7.572502985020384,1.0,0.0,2,0,4,2,TA,12,Typ,0,Missing,Detchd,89.0,Unf,2.0,324.0,Fa,TA,N,0,28,169,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Normal,0,0,0
1808,50,RM,4.499809670330265,9.658864969544794,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,99,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,240.0,240.0,GasA,TA,Y,SBrkr,6.697034247666484,496,0,7.174724309836376,0.0,0.0,1,1,3,1,Gd,6,Typ,0,Missing,Detchd,50.0,Unf,2.0,472.0,Fa,TA,N,0,0,0,0,0,0,Missing,MnPrv,Missing,0,7,2009,WD,Normal,0,0,0
1809,70,RM,4.499809670330265,9.20029003612268,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,99,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,504.0,504.0,GasA,Ex,Y,SBrkr,6.638567789166521,700,0,7.288927694521257,0.0,0.0,2,0,3,1,TA,7,Typ,0,Missing,Missing,30.0,Missing,0.0,0.0,Missing,Missing,N,0,0,176,0,0,0,Missing,Missing,Missing,0,3,2009,WD,Normal,0,0,0
1810,70,RM,4.04305126783455,8.764990330169104,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,70,59,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,421.0,Unf,0.0,269.0,690.0,GasA,TA,Y,FuseA,6.7661917146603505,690,0,7.351158226430694,0.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,70.0,Unf,2.0,400.0,TA,TA,Y,0,36,0,0,182,0,Missing,MnPrv,Missing,0,10,2009,WD,Normal,0,0,0
1811,190,RM,4.143134726391533,8.939449862164238,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,2fmCon,2Story,4,6,89,59,Gable,CompShg,AsbShng,AsbShng,None,0.0,Fa,TA,BrkTil,Fa,Po,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Gd,N,SBrkr,7.00397413672268,600,0,7.438971592395862,0.0,0.0,2,0,4,2,Fa,8,Typ,0,Missing,Missing,30.0,Missing,0.0,0.0,Missing,Missing,N,0,0,148,0,0,0,Missing,Missing,Missing,0,10,2009,WD,Normal,0,0,0
1812,50,RM,4.02535169073515,9.223651386035854,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,99,59,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,801.0,801.0,GasA,Gd,N,SBrkr,6.68586094706836,646,0,7.277247726631484,0.0,0.0,1,0,3,1,TA,6,Typ,0,Missing,Missing,30.0,Missing,0.0,0.0,Missing,Missing,N,80,0,244,0,0,0,Missing,Missing,Missing,0,7,2009,WD,Normal,0,0,0
1813,50,RM,3.912023005428146,8.699514748210191,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,59,39,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Ex,CBlock,TA,TA,No,BLQ,384.0,Unf,0.0,384.0,768.0,GasA,TA,Y,FuseA,6.643789733147672,560,0,7.191429330036379,0.0,0.0,1,1,3,1,TA,6,Typ,0,Missing,Detchd,59.0,Unf,1.0,308.0,TA,TA,Y,0,12,0,0,0,0,Missing,MnPrv,Missing,0,3,2009,WD,Normal,0,0,0
1814,30,RM,4.127134385045092,8.909775673693389,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,89,59,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,861.0,861.0,GasA,TA,Y,SBrkr,6.7580945044277305,0,0,6.7580945044277305,0.0,0.0,1,0,2,1,TA,5,Typ,0,Missing,Detchd,89.0,Unf,2.0,288.0,TA,TA,N,0,0,128,0,0,0,Missing,Missing,Missing,0,11,2009,Oth,Normal,0,0,0
1815,30,RM,3.912023005428146,8.686935966003333,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,4,69,59,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,Missing,Missing,Missing,Missing,0.0,Missing,0.0,0.0,0.0,GasA,Fa,N,FuseA,6.416732282512326,0,0,6.416732282512326,0.0,0.0,1,0,1,1,TA,4,Typ,0,Missing,Detchd,44.0,Unf,1.0,308.0,TA,Fa,N,0,0,25,0,0,0,Missing,Missing,Missing,0,10,2009,WD,Normal,0,0,0
1816,30,RM,4.0943445622221,9.050171619823361,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,86,59,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,TA,Y,SBrkr,6.674561391814426,0,0,6.674561391814426,0.0,0.0,1,0,2,1,TA,5,Typ,0,Missing,Detchd,46.0,Unf,1.0,287.0,TA,TA,Y,0,0,81,0,0,0,Missing,GdWo,Missing,0,2,2009,WD,Normal,0,0,0
1817,70,RM,4.0943445622221,9.169518377455928,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,99,59,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,677.0,677.0,GasA,TA,Y,SBrkr,6.725033642166843,677,0,7.31986492980897,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Missing,Detchd,35.0,Unf,2.0,720.0,TA,TA,N,0,0,160,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Normal,0,0,0
1818,70,RM,4.248495242049359,9.035986984831405,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,6,7,109,59,Gable,CompShg,Stucco,BrkFace,None,0.0,TA,TA,BrkTil,Fa,Gd,Mn,Unf,0.0,Unf,0.0,917.0,917.0,GasA,Gd,Y,FuseA,6.993932975223189,917,0,7.604396348796338,0.0,0.0,2,0,3,1,Ex,8,Typ,0,Missing,Detchd,79.0,Unf,1.0,357.0,TA,TA,Y,0,235,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Normal,0,0,0
1819,70,RM,4.0943445622221,8.1886891244442,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,92,2,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Ex,Y,SBrkr,6.498282149476434,624,0,7.160845906664299,1.0,0.0,1,0,3,1,Ex,5,Typ,1,Gd,Attchd,92.0,Unf,1.0,280.0,TA,TA,N,0,103,0,0,0,0,Missing,Missing,Missing,0,5,2009,WD,Normal,0,0,0
1820,30,C (all),4.204692619390966,8.101677747454572,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,3,99,59,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Ex,Y,SBrkr,6.704414354964107,0,0,6.704414354964107,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Missing,30.0,Missing,0.0,0.0,Missing,Missing,N,0,33,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Normal,0,0,0
1821,50,RM,4.0943445622221,8.594154232552366,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,89,59,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,972.0,972.0,GasA,Ex,Y,SBrkr,6.950814768442584,0,436,7.299797366758161,0.0,0.0,1,0,3,1,TA,6,Typ,0,Missing,Detchd,89.0,Unf,1.0,207.0,Fa,TA,Y,0,0,176,0,0,0,Missing,Missing,Missing,0,9,2009,ConLI,Family,0,0,0
1822,70,RM,4.0943445622221,9.181940897454485,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,99,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,741.0,741.0,GasA,Ex,Y,SBrkr,6.659293919683638,741,0,7.327123292259293,0.0,0.0,1,0,4,1,Gd,8,Typ,0,Missing,Detchd,59.0,Unf,3.0,640.0,TA,TA,Y,0,0,238,0,0,0,Missing,MnPrv,Missing,0,9,2009,WD,Normal,0,0,0
1823,30,C (all),4.276666119016055,9.147613542067878,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,3,109,59,Mansard,CompShg,AsbShng,AsbShng,None,0.0,TA,Fa,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,245.0,245.0,GasA,TA,N,SBrkr,6.680854678790215,0,0,6.680854678790215,0.0,0.0,1,0,2,1,TA,5,Typ,0,Missing,Missing,30.0,Missing,0.0,0.0,Missing,Missing,N,0,36,94,0,0,0,Missing,Missing,Missing,0,9,2009,WD,Abnorml,0,0,0
1824,30,RL,4.204692619390966,8.797095076549056,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,6,86,59,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1022.0,1022.0,GasA,TA,N,FuseA,7.266827347520591,0,0,7.266827347520591,0.0,0.0,1,0,3,1,Gd,6,Typ,1,Gd,BuiltIn,86.0,Unf,1.0,216.0,Fa,TA,Y,266,61,0,0,0,0,Missing,GdWo,Missing,0,9,2009,WD,Normal,0,0,0
1825,70,RL,3.912023005428146,8.509161019718974,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,7,79,27,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,297.0,297.0,GasA,Ex,Y,SBrkr,6.90875477931522,653,0,7.4109518755836366,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,54.0,Unf,1.0,336.0,TA,TA,N,244,60,0,0,0,0,Missing,Missing,Missing,0,5,2009,WD,Normal,0,0,0
1826,50,RM,4.0943445622221,8.699514748210191,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,85,59,Gable,CompShg,Stucco,Stucco,BrkFace,444.0,TA,TA,BrkTil,TA,TA,No,Rec,220.0,Unf,0.0,248.0,468.0,GasA,Gd,Y,SBrkr,6.71174039505618,320,0,7.040536390215956,0.0,0.0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,85.0,Fin,1.0,320.0,TA,TA,Y,0,0,98,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Normal,0,0,0
1827,30,RM,3.9318256327243257,8.719317375506371,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,6,84,10,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,960.0,960.0,GasA,Gd,Y,SBrkr,6.902742737158593,0,0,6.902742737158593,0.0,0.0,1,0,2,1,TA,5,Typ,0,Missing,Detchd,83.0,Unf,1.0,264.0,TA,TA,Y,0,15,51,0,0,0,Missing,MnPrv,Missing,0,3,2009,WD,Abnorml,0,0,0
1828,50,RM,3.9318256327243257,8.719317375506371,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,71,59,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,273.0,Unf,0.0,679.0,952.0,GasA,TA,Y,FuseA,6.901737206656574,588,0,7.366445148327599,0.0,0.0,2,0,3,1,TA,6,Typ,1,Gd,Detchd,71.0,Unf,1.0,250.0,Fa,TA,Y,189,0,34,150,0,0,Missing,Missing,Missing,0,2,2009,WD,Normal,0,0,0
1829,30,RM,3.912023005428146,9.06357899058078,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,84,59,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,LwQ,134.0,Unf,0.0,938.0,1072.0,GasA,TA,Y,SBrkr,6.977281341630747,0,0,6.977281341630747,1.0,0.0,1,0,2,1,TA,5,Typ,0,Missing,Detchd,27.0,Unf,5.0,1184.0,Fa,TA,P,0,0,105,0,0,0,Missing,Missing,Missing,0,8,2009,WD,Normal,0,0,0
1830,70,RM,4.04305126783455,8.998878325435811,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,6,94,59,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1048.0,1048.0,GasA,Gd,Y,FuseA,6.954638864880987,720,0,7.477604243197589,0.0,0.0,2,0,3,1,TA,8,Typ,0,Missing,Detchd,79.0,Unf,2.0,576.0,Fa,Fa,Y,0,0,150,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Normal,0,0,0
1831,70,RM,4.219507705176107,9.203114326884442,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,94,15,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Fa,Y,SBrkr,7.148345743900068,672,0,7.572502985020384,0.0,0.0,2,0,3,1,TA,8,Min2,0,Missing,Detchd,94.0,Unf,1.0,216.0,TA,TA,N,24,28,0,0,0,0,Missing,Missing,Shed,400,6,2009,WD,Normal,0,0,0
1832,90,RM,3.912023005428146,8.006367567650246,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,1,87,59,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1040.0,1040.0,GasA,TA,N,SBrkr,6.992096427415888,1040,0,7.662937850461535,0.0,0.0,2,0,4,2,TA,11,Sev,0,Missing,Missing,30.0,Missing,0.0,0.0,Missing,Missing,Y,0,56,0,0,0,0,Missing,Missing,Missing,0,9,2009,WD,Abnorml,0,0,0
1833,70,RM,4.04305126783455,8.83579236650274,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,5,82,59,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,Fa,No,BLQ,522.0,Unf,0.0,198.0,720.0,GasA,Fa,Y,SBrkr,7.044032897274685,784,0,7.5652752818989315,1.0,0.0,2,0,4,1,TA,8,Typ,0,Missing,Attchd,82.0,Unf,1.0,316.0,TA,TA,Y,0,0,213,0,0,0,Missing,MnPrv,Missing,0,8,2009,WD,Normal,0,0,0
1834,70,RM,4.204692619390966,8.661293535389994,Pave,Missing,IR2,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,2Story,6,7,94,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,483.0,483.0,GasA,Ex,Y,SBrkr,6.608000625296087,686,0,7.2633296174768365,0.0,0.0,1,0,3,1,Gd,7,Typ,0,Missing,Attchd,94.0,Unf,1.0,379.0,TA,TA,Y,0,24,112,0,0,0,Missing,Missing,Missing,0,2,2009,WD,Normal,0,0,0
1835,190,RM,3.713572066704308,8.674538762140015,Pave,Missing,IR3,Bnk,AllPub,Corner,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,5,107,9,Gable,CompShg,MetalSd,MetalSd,Stone,188.0,TA,Fa,BrkTil,TA,Fa,No,Rec,169.0,Unf,0.0,851.0,1020.0,GasA,TA,N,FuseF,6.885509670034818,886,0,7.530479995245536,0.0,0.0,2,1,6,1,TA,9,Typ,0,Missing,Missing,30.0,Missing,0.0,0.0,Missing,Missing,N,0,188,102,0,0,0,Missing,Missing,Missing,0,5,2009,WD,Normal,0,0,0
1836,50,RM,4.0943445622221,8.548691858475609,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,82,59,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1204.0,1204.0,GasA,TA,Y,FuseA,7.093404625868766,462,0,7.418180822726788,0.0,0.0,1,0,3,1,TA,4,Typ,0,Missing,Detchd,82.0,Unf,1.0,384.0,Fa,TA,Y,0,0,148,0,0,0,Missing,Missing,Missing,0,8,2009,WD,Normal,0,0,0
1837,85,RM,4.454347296253507,8.548691858475609,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SFoyer,4,6,86,59,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Gd,Fa,Av,BLQ,749.0,Rec,63.0,46.0,858.0,GasA,TA,Y,SBrkr,6.79346613258001,0,0,6.79346613258001,1.0,0.0,1,0,1,1,Gd,5,Min2,0,Missing,Missing,30.0,Missing,0.0,0.0,Missing,Missing,N,0,0,105,0,160,0,Missing,Missing,Missing,0,7,2009,COD,Abnorml,0,0,0
1838,190,RM,4.0943445622221,9.241839039035554,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,2fmCon,2Story,6,7,94,44,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,276.0,ALQ,262.0,160.0,698.0,GasA,Ex,Y,FuseF,6.625392368007956,649,0,7.246368080102461,1.0,0.0,1,1,3,1,TA,7,Typ,0,Missing,Detchd,94.0,Unf,1.0,308.0,TA,TA,Y,0,0,288,0,0,0,Missing,Missing,Missing,0,2,2009,WD,Normal,0,0,0
1839,20,RL,3.912023005428146,8.361708288575842,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,9,63,8,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,560.0,560.0,GasA,Ex,Y,FuseA,6.556778356158042,0,0,6.556778356158042,0.0,1.0,1,0,2,1,Fa,4,Typ,0,Missing,CarPort,63.0,Unf,1.0,220.0,TA,TA,Y,0,0,24,0,0,0,Missing,Missing,Missing,0,9,2009,WD,Normal,0,0,0
1840,90,RL,4.0943445622221,9.287301413112312,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,22,21,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,Gd,Gd,Gd,GLQ,1200.0,Unf,0.0,0.0,1200.0,GasA,TA,Y,SBrkr,7.090076835776092,0,0,7.090076835776092,3.0,0.0,3,0,3,1,TA,5,Typ,0,Missing,Missing,30.0,Missing,0.0,0.0,Missing,Missing,Y,120,0,0,0,0,0,Missing,Missing,Missing,0,3,2009,WD,Alloca,0,0,0
1841,90,RL,4.204692619390966,9.263596738276615,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,31,31,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,Gd,Gd,GLQ,1152.0,Unf,0.0,0.0,1152.0,GasA,TA,Y,SBrkr,7.049254841255837,0,0,7.049254841255837,2.0,0.0,2,0,2,2,TA,6,Typ,0,Missing,Detchd,49.0,Unf,1.0,252.0,TA,Fa,N,0,0,0,0,0,0,Missing,Missing,Missing,0,7,2009,WD,Normal,0,0,0
1842,50,RL,4.0943445622221,9.188094763028863,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,3,75,59,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,585.0,585.0,GasA,TA,N,FuseA,6.532334292222349,425,0,7.013915474810528,1.0,0.0,2,0,4,1,TA,6,Typ,0,Missing,Detchd,75.0,Unf,1.0,226.0,Po,Po,N,0,0,0,0,0,0,Missing,Missing,Missing,0,3,2009,WD,Normal,0,0,0
1843,20,RL,4.31748811353631,9.360913230455557,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,42,42,Hip,CompShg,HdBoard,HdBoard,BrkFace,172.0,TA,TA,CBlock,TA,TA,No,BLQ,527.0,Unf,0.0,525.0,1052.0,GasA,TA,Y,SBrkr,6.9584483932976555,0,0,6.9584483932976555,0.0,0.0,1,1,3,1,TA,6,Typ,1,Po,Attchd,25.0,Fin,1.0,668.0,TA,TA,Y,0,215,0,0,0,0,Missing,Missing,Missing,0,4,2009,WD,Abnorml,0,0,0
1844,85,RL,4.204692619390966,8.98894529119609,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,31,31,Gable,CompShg,Plywood,HdBoard,BrkFace,23.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,456.0,Unf,0.0,0.0,456.0,GasA,TA,Y,SBrkr,6.9411900550683745,0,0,6.9411900550683745,0.0,1.0,1,0,3,1,TA,5,Typ,1,Fa,Basment,31.0,Fin,2.0,504.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Normal,0,0,0
1845,80,RL,4.477336814478207,9.642122788401721,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,5,48,48,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,No,Unf,0.0,Unf,0.0,552.0,552.0,GasA,TA,Y,SBrkr,6.806829360392176,611,259,7.480992162869525,0.0,0.0,2,0,4,1,TA,8,Typ,1,TA,Attchd,48.0,Unf,1.0,384.0,TA,TA,Y,290,40,0,0,0,0,Missing,Missing,Missing,0,7,2009,WD,Normal,0,0,0
1846,80,RL,4.477336814478207,9.636392113692736,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,49,49,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,54.0,TA,TA,CBlock,TA,TA,Av,BLQ,588.0,Unf,0.0,550.0,1138.0,GasA,Ex,Y,SBrkr,7.037027614686276,0,0,7.037027614686276,0.0,1.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,49.0,RFn,2.0,480.0,TA,TA,Y,0,0,0,0,140,0,Missing,MnPrv,Missing,0,3,2009,COD,Normal,0,0,0
1847,80,RL,4.204692619390966,9.654000025882317,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,5,53,53,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,366.0,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,825.0,825.0,GasA,Ex,Y,SBrkr,7.635786861395585,0,0,7.635786861395585,0.0,1.0,1,1,4,1,TA,9,Typ,1,TA,Attchd,53.0,Unf,1.0,336.0,TA,TA,Y,131,28,0,0,0,0,Missing,Missing,Missing,0,10,2009,WD,Normal,0,0,0
